ShipmentID,OrderID,OriginPort,DestinationPort,Carrier,Mode,DepartureDate,ArrivalDate,StandardTransitDays,ActualTransitDays,Status
S04211,O04211,Shanghai,Sydney,MSC,Sea,2024-03-24,2024-04-19,20,26,Delayed
S04212,O04212,Singapore,Felixstowe,CMA CGM,Sea,2024-06-08,2024-07-13,34,35,Delayed
S04213,O04213,Singapore,Los Angeles,CMA CGM,Sea,2024-01-04,2024-01-22,20,18,Delivered
S04214,O04214,Hong Kong,Los Angeles,DHL Aviation,Air,2024-05-11,2024-05-12,2,1,Delivered
S04215,O04215,Busan,New York,Hapag-Lloyd,Sea,2024-05-01,2024-06-08,32,38,Delayed
S04216,O04216,Shanghai,New York,Hapag-Lloyd,Sea,2024-03-29,2024-04-28,30,30,Delivered
S04217,O04217,Hamburg,Tokyo,Evergreen,Sea,2024-04-02,2024-05-02,28,30,Delayed
S04218,O04218,Shanghai,Los Angeles,COSCO,Sea,2024-02-23,2024-03-18,18,24,Delayed
S04219,O04219,Hong Kong,Los Angeles,DHL Aviation,Air,2024-05-01,2024-05-04,2,3,Delayed
S04220,O04220,Nhava Sheva,Houston,Maersk,Sea,2024-01-04,2024-02-06,30,33,Delayed
S04221,O04221,Shanghai,Sydney,Maersk,Sea,2024-02-07,2024-03-04,20,26,Delayed
S04222,O04222,Nhava Sheva,Houston,COSCO,Sea,2024-06-18,2024-07-20,30,32,Delayed
S04223,O04223,Hong Kong,Los Angeles,FedEx Logistics,Air,2024-06-08,2024-06-14,2,6,Delayed
S04224,O04224,Dubai,London,DHL Aviation,Air,2024-07-14,2024-07-15,2,1,Delivered
S04225,O04225,Hamburg,Vancouver,Hapag-Lloyd,Sea,2024-05-28,2024-06-19,22,22,Delivered
S04226,O04226,Shanghai,Los Angeles,FedEx Logistics,Air,2024-04-25,2024-04-28,3,3,Delivered
S04227,O04227,Singapore,Los Angeles,Maersk,Sea,2024-01-23,2024-02-18,20,26,Delayed
S04228,O04228,Busan,New York,Evergreen,Sea,2024-03-05,2024-04-06,32,32,Delivered
S04229,O04229,Singapore,Los Angeles,COSCO,Sea,2024-06-15,2024-07-06,20,21,Delayed
S04230,O04230,Singapore,Felixstowe,COSCO,Sea,2024-03-01,2024-04-05,34,35,Delayed
S04231,O04231,Shanghai,New York,MSC,Sea,2024-01-29,2024-03-05,30,36,Delayed
S04232,O04232,Busan,New York,MSC,Sea,2024-05-25,2024-06-27,32,33,Delayed
S04233,O04233,Dubai,London,DHL Aviation,Air,2024-07-01,2024-07-09,2,8,Delayed
S04234,O04234,Singapore,London,DHL Aviation,Air,2024-02-01,2024-02-02,2,1,Delivered
S04235,O04235,Shanghai,Los Angeles,DHL Aviation,Air,2024-02-28,2024-03-02,3,3,Delivered
S04236,O04236,Shanghai,Los Angeles,DHL Aviation,Air,2024-06-26,2024-07-05,3,9,Delayed
S04237,O04237,Busan,New York,Hapag-Lloyd,Sea,2024-01-30,2024-02-29,32,30,Delivered
S04238,O04238,Dubai,London,FedEx Logistics,Air,2024-07-02,2024-07-08,2,6,Delayed
S04239,O04239,Nhava Sheva,Houston,Maersk,Sea,2024-03-16,2024-04-16,30,31,Delayed
S04240,O04240,Shanghai,New York,CMA CGM,Sea,2024-01-16,2024-02-16,30,31,Delayed
S04241,O04241,Frankfurt,New York,FedEx Logistics,Air,2024-06-15,2024-06-18,2,3,Delayed
S04242,O04242,Shanghai,New York,COSCO,Sea,2024-05-10,2024-06-07,30,28,Delivered
S04243,O04243,Hamburg,Tokyo,Hapag-Lloyd,Sea,2024-07-19,2024-08-22,28,34,Delayed
S04244,O04244,Singapore,Los Angeles,CMA CGM,Sea,2024-03-20,2024-04-13,20,24,Delayed
S04245,O04245,Dubai,London,FedEx Logistics,Air,2024-06-22,2024-06-23,2,1,Delivered
S04246,O04246,Singapore,Los Angeles,Evergreen,Sea,2024-07-16,2024-08-03,20,18,Delivered
S04247,O04247,Busan,New York,MSC,Sea,2024-01-01,2024-02-05,32,35,Delayed
S04248,O04248,Frankfurt,New York,FedEx Logistics,Air,2024-07-09,2024-07-15,2,6,Delayed
S04249,O04249,Shanghai,New York,CMA CGM,Sea,2024-01-06,2024-02-03,30,28,Delivered
S04250,O04250,Singapore,Antwerp,Hapag-Lloyd,Sea,2024-04-18,2024-05-22,32,34,Delayed
S04251,O04251,Shanghai,Los Angeles,Evergreen,Sea,2024-04-10,2024-05-01,18,21,Delayed
S04252,O04252,Shanghai,New York,Evergreen,Sea,2024-01-24,2024-02-24,30,31,Delayed
S04253,O04253,Shanghai,Los Angeles,FedEx Logistics,Air,2024-05-18,2024-05-24,3,6,Delayed
S04254,O04254,Shanghai,Sydney,COSCO,Sea,2024-03-09,2024-04-03,20,25,Delayed
S04255,O04255,Shanghai,Sydney,Maersk,Sea,2024-04-04,2024-04-30,20,26,Delayed
S04256,O04256,Busan,New York,Hapag-Lloyd,Sea,2024-05-20,2024-06-22,32,33,Delayed
S04257,O04257,Singapore,Felixstowe,Hapag-Lloyd,Sea,2024-05-16,2024-06-23,34,38,Delayed
S04258,O04258,Shanghai,Sydney,Hapag-Lloyd,Sea,2024-07-19,2024-08-06,20,18,Delivered
S04259,O04259,Nhava Sheva,Houston,Hapag-Lloyd,Sea,2024-05-22,2024-06-27,30,36,Delayed
S04260,O04260,Singapore,Antwerp,COSCO,Sea,2024-01-31,2024-03-08,32,37,Delayed
S04261,O04261,Singapore,Antwerp,Evergreen,Sea,2024-06-13,2024-07-20,32,37,Delayed
S04262,O04262,Shanghai,New York,CMA CGM,Sea,2024-01-08,2024-02-10,30,33,Delayed
S04263,O04263,Tokyo,Sydney,DHL Aviation,Air,2024-04-02,2024-04-09,2,7,Delayed
S04264,O04264,Dubai,London,FedEx Logistics,Air,2024-04-06,2024-04-07,2,1,Delivered
S04265,O04265,Singapore,Los Angeles,MSC,Sea,2024-01-06,2024-01-25,20,19,Delivered
S04266,O04266,Hamburg,Antwerp,CMA CGM,Sea,2024-04-26,2024-05-07,5,11,Delayed
S04267,O04267,Singapore,Felixstowe,Hapag-Lloyd,Sea,2024-01-04,2024-02-09,34,36,Delayed
S04268,O04268,Dubai,London,DHL Aviation,Air,2024-07-13,2024-07-18,2,5,Delayed
S04269,O04269,Shanghai,Los Angeles,FedEx Logistics,Air,2024-04-02,2024-04-08,3,6,Delayed
S04270,O04270,Shanghai,New York,Hapag-Lloyd,Sea,2024-05-04,2024-06-08,30,35,Delayed
S04271,O04271,Shanghai,New York,Evergreen,Sea,2024-07-10,2024-08-09,30,30,Delivered
S04272,O04272,Busan,New York,COSCO,Sea,2024-02-17,2024-03-19,32,31,Delivered
S04273,O04273,Singapore,Antwerp,Evergreen,Sea,2024-05-21,2024-06-22,32,32,Delivered
S04274,O04274,Shanghai,Sydney,Evergreen,Sea,2024-05-31,2024-06-24,20,24,Delayed
S04275,O04275,Tokyo,Sydney,FedEx Logistics,Air,2024-02-15,2024-02-17,2,2,Delivered
S04276,O04276,Busan,Sydney,CMA CGM,Sea,2024-05-11,2024-05-26,16,15,Delivered
S04277,O04277,Hamburg,Antwerp,CMA CGM,Sea,2024-07-03,2024-07-11,5,8,Delayed
S04278,O04278,Singapore,Felixstowe,Maersk,Sea,2024-05-21,2024-06-27,34,37,Delayed
S04279,O04279,Hamburg,Vancouver,Hapag-Lloyd,Sea,2024-01-12,2024-02-06,22,25,Delayed
S04280,O04280,Nhava Sheva,Houston,MSC,Sea,2024-01-01,2024-01-31,30,30,Delivered
S04281,O04281,Hamburg,Vancouver,Hapag-Lloyd,Sea,2024-01-01,2024-01-21,22,20,Delivered
S04282,O04282,Shanghai,Los Angeles,DHL Aviation,Air,2024-06-10,2024-06-17,3,7,Delayed
S04283,O04283,Hamburg,Antwerp,CMA CGM,Sea,2024-04-14,2024-04-21,5,7,Delayed
S04284,O04284,Tokyo,Sydney,DHL Aviation,Air,2024-02-24,2024-02-26,2,2,Delivered
S04285,O04285,Busan,Sydney,MSC,Sea,2024-05-08,2024-05-24,16,16,Delivered
S04286,O04286,Dubai,London,FedEx Logistics,Air,2024-07-03,2024-07-07,2,4,Delayed
S04287,O04287,Shanghai,New York,Hapag-Lloyd,Sea,2024-05-13,2024-06-18,30,36,Delayed
S04288,O04288,Hamburg,Antwerp,CMA CGM,Sea,2024-07-02,2024-07-12,5,10,Delayed
S04289,O04289,Singapore,Felixstowe,Hapag-Lloyd,Sea,2024-01-19,2024-02-26,34,38,Delayed
S04290,O04290,Dubai,London,FedEx Logistics,Air,2024-01-02,2024-01-09,2,7,Delayed
S04291,O04291,Hamburg,Vancouver,COSCO,Sea,2024-06-13,2024-07-03,22,20,Delivered
S04292,O04292,Shanghai,Sydney,CMA CGM,Sea,2024-01-01,2024-01-21,20,20,Delivered
S04293,O04293,Shanghai,Los Angeles,DHL Aviation,Air,2024-03-21,2024-03-24,3,3,Delivered
S04294,O04294,Hamburg,Antwerp,Maersk,Sea,2024-07-09,2024-07-17,5,8,Delayed
S04295,O04295,Busan,Sydney,Maersk,Sea,2024-05-25,2024-06-10,16,16,Delivered
S04296,O04296,Shanghai,Los Angeles,Hapag-Lloyd,Sea,2024-01-19,2024-02-10,18,22,Delayed
S04297,O04297,Singapore,Antwerp,Maersk,Sea,2024-01-02,2024-02-08,32,37,Delayed
S04298,O04298,Hamburg,Antwerp,Evergreen,Sea,2024-01-23,2024-02-03,5,11,Delayed
S04299,O04299,Hamburg,Tokyo,COSCO,Sea,2024-07-01,2024-08-01,28,31,Delayed
S04300,O04300,Singapore,Los Angeles,Evergreen,Sea,2024-02-06,2024-03-03,20,26,Delayed
S04301,O04301,Shanghai,Sydney,COSCO,Sea,2024-05-26,2024-06-16,20,21,Delayed
S04302,O04302,Tokyo,Sydney,FedEx Logistics,Air,2024-02-03,2024-02-07,2,4,Delayed
S04303,O04303,Busan,Sydney,Maersk,Sea,2024-04-15,2024-04-30,16,15,Delivered
S04304,O04304,Hong Kong,Los Angeles,DHL Aviation,Air,2024-05-01,2024-05-04,2,3,Delayed
S04305,O04305,Dubai,London,DHL Aviation,Air,2024-02-24,2024-02-25,2,1,Delivered
S04306,O04306,Hamburg,Vancouver,Maersk,Sea,2024-02-09,2024-03-05,22,25,Delayed
S04307,O04307,Singapore,Antwerp,COSCO,Sea,2024-04-13,2024-05-16,32,33,Delayed
S04308,O04308,Shanghai,New York,Hapag-Lloyd,Sea,2024-03-16,2024-04-16,30,31,Delayed
S04309,O04309,Hong Kong,Los Angeles,FedEx Logistics,Air,2024-04-22,2024-04-26,2,4,Delayed
S04310,O04310,Singapore,Los Angeles,CMA CGM,Sea,2024-02-08,2024-03-03,20,24,Delayed
S04311,O04311,Busan,New York,CMA CGM,Sea,2024-05-19,2024-06-24,32,36,Delayed
S04312,O04312,Busan,New York,Hapag-Lloyd,Sea,2024-02-19,2024-03-28,32,38,Delayed
S04313,O04313,Hamburg,Antwerp,CMA CGM,Sea,2024-03-17,2024-03-28,5,11,Delayed
S04314,O04314,Nhava Sheva,Houston,CMA CGM,Sea,2024-02-15,2024-03-19,30,33,Delayed
S04315,O04315,Tokyo,Sydney,FedEx Logistics,Air,2024-04-13,2024-04-15,2,2,Delivered
S04316,O04316,Hamburg,Vancouver,CMA CGM,Sea,2024-01-14,2024-02-10,22,27,Delayed
S04317,O04317,Frankfurt,New York,DHL Aviation,Air,2024-04-10,2024-04-15,2,5,Delayed
S04318,O04318,Hamburg,Vancouver,CMA CGM,Sea,2024-01-21,2024-02-15,22,25,Delayed
S04319,O04319,Singapore,London,DHL Aviation,Air,2024-05-24,2024-05-26,2,2,Delivered
S04320,O04320,Shanghai,Los Angeles,COSCO,Sea,2024-01-09,2024-02-02,18,24,Delayed
S04321,O04321,Frankfurt,New York,DHL Aviation,Air,2024-01-11,2024-01-18,2,7,Delayed
S04322,O04322,Hamburg,Tokyo,Evergreen,Sea,2024-01-08,2024-02-04,28,27,Delivered
S04323,O04323,Shanghai,Los Angeles,DHL Aviation,Air,2024-01-26,2024-02-03,3,8,Delayed
S04324,O04324,Busan,New York,Maersk,Sea,2024-06-02,2024-07-02,32,30,Delivered
S04325,O04325,Hamburg,Tokyo,Evergreen,Sea,2024-04-23,2024-05-25,28,32,Delayed
S04326,O04326,Hamburg,Antwerp,MSC,Sea,2024-02-13,2024-02-16,5,3,Delivered
S04327,O04327,Shanghai,Sydney,CMA CGM,Sea,2024-02-29,2024-03-23,20,23,Delayed
S04328,O04328,Frankfurt,New York,DHL Aviation,Air,2024-06-23,2024-06-25,2,2,Delivered
S04329,O04329,Shanghai,Los Angeles,DHL Aviation,Air,2024-02-16,2024-02-24,3,8,Delayed
S04330,O04330,Dubai,London,FedEx Logistics,Air,2024-01-16,2024-01-17,2,1,Delivered
S04331,O04331,Busan,New York,Evergreen,Sea,2024-01-13,2024-02-13,32,31,Delivered
S04332,O04332,Hamburg,Vancouver,MSC,Sea,2024-07-03,2024-07-25,22,22,Delivered
S04333,O04333,Frankfurt,New York,FedEx Logistics,Air,2024-04-22,2024-04-27,2,5,Delayed
S04334,O04334,Hamburg,Tokyo,Maersk,Sea,2024-05-06,2024-06-02,28,27,Delivered
S04335,O04335,Hamburg,Antwerp,MSC,Sea,2024-02-03,2024-02-13,5,10,Delayed
S04336,O04336,Shanghai,Los Angeles,CMA CGM,Sea,2024-06-30,2024-07-21,18,21,Delayed
S04337,O04337,Singapore,Los Angeles,Evergreen,Sea,2024-07-11,2024-07-30,20,19,Delivered
S04338,O04338,Busan,New York,CMA CGM,Sea,2024-06-22,2024-07-25,32,33,Delayed
S04339,O04339,Hong Kong,Los Angeles,DHL Aviation,Air,2024-02-22,2024-02-23,2,1,Delivered
S04340,O04340,Hamburg,Vancouver,MSC,Sea,2024-01-09,2024-02-01,22,23,Delayed
S04341,O04341,Nhava Sheva,Houston,COSCO,Sea,2024-06-27,2024-07-29,30,32,Delayed
S04342,O04342,Nhava Sheva,Houston,CMA CGM,Sea,2024-06-09,2024-07-08,30,29,Delivered
S04343,O04343,Hong Kong,Los Angeles,FedEx Logistics,Air,2024-06-06,2024-06-08,2,2,Delivered
S04344,O04344,Frankfurt,New York,FedEx Logistics,Air,2024-07-13,2024-07-16,2,3,Delayed
S04345,O04345,Hong Kong,Los Angeles,FedEx Logistics,Air,2024-02-07,2024-02-08,2,1,Delivered
S04346,O04346,Shanghai,New York,Maersk,Sea,2024-01-16,2024-02-19,30,34,Delayed
S04347,O04347,Dubai,London,DHL Aviation,Air,2024-06-13,2024-06-14,2,1,Delivered
S04348,O04348,Busan,New York,COSCO,Sea,2024-01-16,2024-02-16,32,31,Delivered
S04349,O04349,Hamburg,Antwerp,Hapag-Lloyd,Sea,2024-05-02,2024-05-09,5,7,Delayed
S04350,O04350,Hamburg,Antwerp,MSC,Sea,2024-05-02,2024-05-13,5,11,Delayed
S04351,O04351,Singapore,Antwerp,MSC,Sea,2024-07-02,2024-08-04,32,33,Delayed
S04352,O04352,Shanghai,Sydney,CMA CGM,Sea,2024-03-19,2024-04-11,20,23,Delayed
S04353,O04353,Shanghai,Los Angeles,DHL Aviation,Air,2024-04-10,2024-04-18,3,8,Delayed
S04354,O04354,Singapore,Felixstowe,CMA CGM,Sea,2024-03-24,2024-04-25,34,32,Delivered
S04355,O04355,Singapore,Antwerp,CMA CGM,Sea,2024-01-03,2024-02-03,32,31,Delivered
S04356,O04356,Busan,New York,CMA CGM,Sea,2024-03-06,2024-04-07,32,32,Delivered
S04357,O04357,Singapore,London,FedEx Logistics,Air,2024-01-28,2024-02-04,2,7,Delayed
S04358,O04358,Singapore,Felixstowe,COSCO,Sea,2024-01-16,2024-02-19,34,34,Delivered
S04359,O04359,Shanghai,Sydney,Evergreen,Sea,2024-07-18,2024-08-07,20,20,Delivered
S04360,O04360,Singapore,Los Angeles,CMA CGM,Sea,2024-03-25,2024-04-13,20,19,Delivered
S04361,O04361,Hamburg,Antwerp,Maersk,Sea,2024-05-26,2024-05-29,5,3,Delivered
S04362,O04362,Busan,New York,Evergreen,Sea,2024-01-12,2024-02-16,32,35,Delayed
S04363,O04363,Singapore,Antwerp,COSCO,Sea,2024-05-22,2024-06-27,32,36,Delayed
S04364,O04364,Singapore,Los Angeles,Maersk,Sea,2024-02-08,2024-02-27,20,19,Delivered
S04365,O04365,Busan,New York,Hapag-Lloyd,Sea,2024-02-26,2024-03-29,32,32,Delivered
S04366,O04366,Shanghai,Los Angeles,CMA CGM,Sea,2024-06-22,2024-07-13,18,21,Delayed
S04367,O04367,Tokyo,Sydney,FedEx Logistics,Air,2024-07-12,2024-07-20,2,8,Delayed
S04368,O04368,Nhava Sheva,Houston,Hapag-Lloyd,Sea,2024-03-23,2024-04-22,30,30,Delivered
S04369,O04369,Shanghai,Sydney,Evergreen,Sea,2024-05-31,2024-06-24,20,24,Delayed
S04370,O04370,Busan,New York,Maersk,Sea,2024-02-29,2024-04-02,32,33,Delayed
S04371,O04371,Singapore,Felixstowe,Maersk,Sea,2024-06-26,2024-07-30,34,34,Delivered
S04372,O04372,Hamburg,Vancouver,COSCO,Sea,2024-02-17,2024-03-09,22,21,Delivered
S04373,O04373,Busan,Sydney,Maersk,Sea,2024-06-26,2024-07-12,16,16,Delivered
S04374,O04374,Busan,Sydney,Maersk,Sea,2024-01-24,2024-02-12,16,19,Delayed
S04375,O04375,Singapore,London,DHL Aviation,Air,2024-02-16,2024-02-19,2,3,Delayed
S04376,O04376,Singapore,Felixstowe,Maersk,Sea,2024-06-14,2024-07-18,34,34,Delivered
S04377,O04377,Nhava Sheva,Houston,Maersk,Sea,2024-05-13,2024-06-17,30,35,Delayed
S04378,O04378,Singapore,Antwerp,CMA CGM,Sea,2024-05-24,2024-06-24,32,31,Delivered
S04379,O04379,Shanghai,New York,COSCO,Sea,2024-04-21,2024-05-22,30,31,Delayed
S04380,O04380,Hamburg,Vancouver,COSCO,Sea,2024-05-20,2024-06-10,22,21,Delivered
S04381,O04381,Hamburg,Vancouver,COSCO,Sea,2024-07-10,2024-08-06,22,27,Delayed
S04382,O04382,Busan,Sydney,MSC,Sea,2024-06-29,2024-07-14,16,15,Delivered
S04383,O04383,Nhava Sheva,Houston,Maersk,Sea,2024-06-30,2024-07-28,30,28,Delivered
S04384,O04384,Hamburg,Vancouver,MSC,Sea,2024-05-02,2024-05-30,22,28,Delayed
S04385,O04385,Hamburg,Antwerp,COSCO,Sea,2024-02-25,2024-02-29,5,4,Delivered
S04386,O04386,Busan,New York,COSCO,Sea,2024-02-09,2024-03-18,32,38,Delayed
S04387,O04387,Tokyo,Sydney,DHL Aviation,Air,2024-05-10,2024-05-14,2,4,Delayed
S04388,O04388,Hamburg,Tokyo,Maersk,Sea,2024-06-17,2024-07-14,28,27,Delivered
S04389,O04389,Singapore,London,DHL Aviation,Air,2024-07-03,2024-07-10,2,7,Delayed
S04390,O04390,Shanghai,Los Angeles,MSC,Sea,2024-05-21,2024-06-09,18,19,Delayed
S04391,O04391,Nhava Sheva,Houston,MSC,Sea,2024-06-09,2024-07-10,30,31,Delayed
S04392,O04392,Singapore,Felixstowe,Maersk,Sea,2024-03-05,2024-04-07,34,33,Delivered
S04393,O04393,Busan,Sydney,CMA CGM,Sea,2024-06-16,2024-07-03,16,17,Delayed
S04394,O04394,Hamburg,Antwerp,COSCO,Sea,2024-07-10,2024-07-14,5,4,Delivered
S04395,O04395,Hamburg,Vancouver,COSCO,Sea,2024-06-03,2024-06-26,22,23,Delayed
S04396,O04396,Singapore,Antwerp,MSC,Sea,2024-07-07,2024-08-06,32,30,Delivered
S04397,O04397,Singapore,Antwerp,MSC,Sea,2024-01-13,2024-02-16,32,34,Delayed
S04398,O04398,Hong Kong,Los Angeles,DHL Aviation,Air,2024-02-26,2024-02-28,2,2,Delivered
S04399,O04399,Busan,Sydney,Hapag-Lloyd,Sea,2024-04-01,2024-04-17,16,16,Delivered
S04400,O04400,Shanghai,New York,MSC,Sea,2024-04-05,2024-05-06,30,31,Delayed
S04401,O04401,Singapore,Felixstowe,COSCO,Sea,2024-01-24,2024-03-02,34,38,Delayed
S04402,O04402,Shanghai,Los Angeles,Hapag-Lloyd,Sea,2024-03-05,2024-03-27,18,22,Delayed
S04403,O04403,Singapore,Antwerp,Maersk,Sea,2024-03-29,2024-05-01,32,33,Delayed
S04404,O04404,Tokyo,Sydney,FedEx Logistics,Air,2024-04-27,2024-05-02,2,5,Delayed
S04405,O04405,Shanghai,Sydney,Maersk,Sea,2024-06-05,2024-07-01,20,26,Delayed
S04406,O04406,Shanghai,New York,Evergreen,Sea,2024-01-06,2024-02-05,30,30,Delivered
S04407,O04407,Shanghai,Los Angeles,FedEx Logistics,Air,2024-06-23,2024-06-25,3,2,Delivered
S04408,O04408,Busan,New York,COSCO,Sea,2024-01-11,2024-02-12,32,32,Delivered
S04409,O04409,Nhava Sheva,Houston,MSC,Sea,2024-01-31,2024-02-28,30,28,Delivered
S04410,O04410,Hamburg,Antwerp,COSCO,Sea,2024-03-11,2024-03-15,5,4,Delivered
S04411,O04411,Busan,New York,MSC,Sea,2024-02-08,2024-03-10,32,31,Delivered
S04412,O04412,Singapore,London,DHL Aviation,Air,2024-04-17,2024-04-24,2,7,Delayed
S04413,O04413,Shanghai,Los Angeles,CMA CGM,Sea,2024-04-13,2024-05-07,18,24,Delayed
S04414,O04414,Tokyo,Sydney,FedEx Logistics,Air,2024-04-27,2024-04-28,2,1,Delivered
S04415,O04415,Hamburg,Antwerp,Hapag-Lloyd,Sea,2024-02-09,2024-02-13,5,4,Delivered
S04416,O04416,Busan,New York,CMA CGM,Sea,2024-04-02,2024-05-02,32,30,Delivered
S04417,O04417,Hamburg,Tokyo,CMA CGM,Sea,2024-03-17,2024-04-12,28,26,Delivered
S04418,O04418,Busan,New York,Hapag-Lloyd,Sea,2024-02-20,2024-03-25,32,34,Delayed
S04419,O04419,Singapore,Los Angeles,Evergreen,Sea,2024-02-27,2024-03-22,20,24,Delayed
S04420,O04420,Hamburg,Tokyo,Evergreen,Sea,2024-06-03,2024-07-05,28,32,Delayed
S04421,O04421,Singapore,Los Angeles,MSC,Sea,2024-02-13,2024-03-08,20,24,Delayed
S04422,O04422,Shanghai,New York,Maersk,Sea,2024-03-16,2024-04-15,30,30,Delivered
S04423,O04423,Busan,New York,Evergreen,Sea,2024-02-05,2024-03-11,32,35,Delayed
S04424,O04424,Dubai,London,FedEx Logistics,Air,2024-03-09,2024-03-11,2,2,Delivered
S04425,O04425,Nhava Sheva,Houston,COSCO,Sea,2024-06-11,2024-07-09,30,28,Delivered
S04426,O04426,Busan,Sydney,COSCO,Sea,2024-06-24,2024-07-09,16,15,Delivered
S04427,O04427,Busan,New York,MSC,Sea,2024-06-12,2024-07-15,32,33,Delayed
S04428,O04428,Hamburg,Antwerp,Maersk,Sea,2024-06-17,2024-06-26,5,9,Delayed
S04429,O04429,Singapore,Los Angeles,COSCO,Sea,2024-03-27,2024-04-17,20,21,Delayed
S04430,O04430,Hong Kong,Los Angeles,FedEx Logistics,Air,2024-04-27,2024-04-29,2,2,Delivered
S04431,O04431,Hong Kong,Los Angeles,DHL Aviation,Air,2024-04-03,2024-04-11,2,8,Delayed
S04432,O04432,Singapore,Los Angeles,CMA CGM,Sea,2024-02-21,2024-03-10,20,18,Delivered
S04433,O04433,Singapore,London,DHL Aviation,Air,2024-01-21,2024-01-26,2,5,Delayed
S04434,O04434,Dubai,London,FedEx Logistics,Air,2024-04-13,2024-04-14,2,1,Delivered
S04435,O04435,Hamburg,Antwerp,CMA CGM,Sea,2024-04-04,2024-04-14,5,10,Delayed
S04436,O04436,Busan,New York,Evergreen,Sea,2024-05-24,2024-06-27,32,34,Delayed
S04437,O04437,Busan,Sydney,Hapag-Lloyd,Sea,2024-05-30,2024-06-17,16,18,Delayed
S04438,O04438,Singapore,Antwerp,CMA CGM,Sea,2024-02-21,2024-03-27,32,35,Delayed
S04439,O04439,Tokyo,Sydney,FedEx Logistics,Air,2024-05-24,2024-05-31,2,7,Delayed
S04440,O04440,Frankfurt,New York,FedEx Logistics,Air,2024-04-08,2024-04-16,2,8,Delayed
S04441,O04441,Shanghai,New York,Hapag-Lloyd,Sea,2024-02-23,2024-03-26,30,32,Delayed
S04442,O04442,Singapore,Felixstowe,CMA CGM,Sea,2024-03-14,2024-04-20,34,37,Delayed
S04443,O04443,Hamburg,Antwerp,Maersk,Sea,2024-05-26,2024-06-03,5,8,Delayed
S04444,O04444,Dubai,London,FedEx Logistics,Air,2024-05-10,2024-05-11,2,1,Delivered
S04445,O04445,Singapore,London,FedEx Logistics,Air,2024-06-01,2024-06-03,2,2,Delivered
S04446,O04446,Hamburg,Vancouver,COSCO,Sea,2024-04-07,2024-05-03,22,26,Delayed
S04447,O04447,Busan,Sydney,MSC,Sea,2024-01-29,2024-02-15,16,17,Delayed
S04448,O04448,Hamburg,Tokyo,MSC,Sea,2024-03-02,2024-04-02,28,31,Delayed
S04449,O04449,Shanghai,Sydney,Maersk,Sea,2024-03-09,2024-03-29,20,20,Delivered
S04450,O04450,Hamburg,Tokyo,Maersk,Sea,2024-06-19,2024-07-19,28,30,Delayed
S04451,O04451,Shanghai,Sydney,MSC,Sea,2024-03-04,2024-03-24,20,20,Delivered
S04452,O04452,Shanghai,Los Angeles,FedEx Logistics,Air,2024-07-17,2024-07-23,3,6,Delayed
S04453,O04453,Singapore,London,DHL Aviation,Air,2024-04-25,2024-05-01,2,6,Delayed
S04454,O04454,Busan,Sydney,MSC,Sea,2024-01-27,2024-02-10,16,14,Delivered
S04455,O04455,Singapore,Antwerp,Evergreen,Sea,2024-07-06,2024-08-06,32,31,Delivered
S04456,O04456,Nhava Sheva,Houston,CMA CGM,Sea,2024-02-12,2024-03-13,30,30,Delivered
S04457,O04457,Shanghai,Los Angeles,FedEx Logistics,Air,2024-07-05,2024-07-14,3,9,Delayed
S04458,O04458,Nhava Sheva,Houston,CMA CGM,Sea,2024-03-22,2024-04-21,30,30,Delivered
S04459,O04459,Singapore,Antwerp,CMA CGM,Sea,2024-07-08,2024-08-09,32,32,Delivered
S04460,O04460,Nhava Sheva,Houston,Hapag-Lloyd,Sea,2024-03-07,2024-04-08,30,32,Delayed
S04461,O04461,Hong Kong,Los Angeles,FedEx Logistics,Air,2024-01-13,2024-01-14,2,1,Delivered
S04462,O04462,Singapore,Antwerp,MSC,Sea,2024-06-14,2024-07-14,32,30,Delivered
S04463,O04463,Busan,New York,CMA CGM,Sea,2024-07-08,2024-08-09,32,32,Delivered
S04464,O04464,Busan,Sydney,Hapag-Lloyd,Sea,2024-04-25,2024-05-11,16,16,Delivered
S04465,O04465,Busan,New York,Evergreen,Sea,2024-03-23,2024-04-28,32,36,Delayed
S04466,O04466,Busan,Sydney,Maersk,Sea,2024-01-29,2024-02-16,16,18,Delayed
S04467,O04467,Hong Kong,Los Angeles,DHL Aviation,Air,2024-07-14,2024-07-19,2,5,Delayed
S04468,O04468,Tokyo,Sydney,DHL Aviation,Air,2024-01-07,2024-01-12,2,5,Delayed
S04469,O04469,Nhava Sheva,Houston,Evergreen,Sea,2024-01-12,2024-02-09,30,28,Delivered
S04470,O04470,Singapore,Felixstowe,Hapag-Lloyd,Sea,2024-06-23,2024-07-27,34,34,Delivered
S04471,O04471,Shanghai,New York,CMA CGM,Sea,2024-02-17,2024-03-21,30,33,Delayed
S04472,O04472,Singapore,Los Angeles,Maersk,Sea,2024-04-18,2024-05-06,20,18,Delivered
S04473,O04473,Singapore,Los Angeles,COSCO,Sea,2024-06-26,2024-07-15,20,19,Delivered
S04474,O04474,Singapore,Los Angeles,Hapag-Lloyd,Sea,2024-05-15,2024-06-03,20,19,Delivered
S04475,O04475,Singapore,Felixstowe,Maersk,Sea,2024-02-20,2024-03-24,34,33,Delivered
