OrderID,CustomerID,ProductID,OrderDate,Quantity,OrderValue
O03832,C027,P001,2024-04-12,238,348.92
O03833,C028,P042,2024-05-06,194,175.87
O03834,C021,P006,2024-07-06,974,156.98
O03835,C038,P027,2024-01-16,164,433.46
O03836,C030,P047,2024-02-06,281,181.66
O03837,C022,P031,2024-05-13,874,319.6
O03838,C020,P040,2024-06-17,355,83.64
O03839,C019,P045,2024-05-22,355,124.63
O03840,C018,P038,2024-03-23,702,193.86
O03841,C003,P024,2024-04-22,532,444.92
O03842,C018,P040,2024-03-30,352,87.05
O03843,C030,P020,2024-05-11,327,318.36
O03844,C001,P012,2024-03-28,194,120.61
O03845,C022,P005,2024-06-01,808,295.08
O03846,C036,P039,2024-04-05,499,472.01
O03847,C006,P005,2024-05-11,439,366.16
O03848,C001,P045,2024-03-31,584,323.35
O03849,C039,P004,2024-03-20,916,285.9
O03850,C039,P037,2024-04-18,170,414.96
O03851,C018,P036,2024-04-29,823,473.87
O03852,C020,P047,2024-01-16,566,352.3
O03853,C037,P003,2024-04-19,587,348.73
O03854,C010,P025,2024-07-01,888,274.03
O03855,C010,P011,2024-05-11,311,307.92
O03856,C039,P050,2024-07-06,293,189.59
O03857,C032,P018,2024-07-18,975,320.93
O03858,C019,P030,2024-05-09,378,126.8
O03859,C005,P024,2024-05-09,395,84.83
O03860,C012,P041,2024-04-13,355,326.39
O03861,C032,P009,2024-02-29,656,320.57
O03862,C009,P003,2024-07-04,329,142.97
O03863,C026,P004,2024-01-25,345,112.65
O03864,C015,P048,2024-04-16,932,272.45
O03865,C039,P041,2024-06-08,833,381.45
O03866,C012,P037,2024-06-25,568,187.69
O03867,C034,P024,2024-06-09,570,413.49
O03868,C030,P027,2024-03-28,80,216.95
O03869,C021,P031,2024-06-17,422,318.14
O03870,C031,P024,2024-05-27,778,138.56
O03871,C011,P037,2024-06-07,741,493.68
O03872,C034,P050,2024-05-16,690,475.21
O03873,C007,P040,2024-06-19,310,68.37
O03874,C033,P017,2024-03-12,473,376.71
O03875,C038,P006,2024-02-14,769,426.51
O03876,C013,P024,2024-05-29,584,73.27
O03877,C013,P004,2024-05-19,504,223.44
O03878,C009,P044,2024-05-19,890,50.66
O03879,C017,P009,2024-03-22,458,60.64
O03880,C018,P018,2024-07-11,178,367.75
O03881,C031,P046,2024-01-24,283,387.77
O03882,C019,P040,2024-05-08,444,119.3
O03883,C017,P016,2024-04-25,780,410.29
O03884,C036,P047,2024-04-15,365,293.75
O03885,C029,P002,2024-01-09,118,157.83
O03886,C020,P009,2024-06-28,867,128.57
O03887,C021,P048,2024-03-24,74,174.43
O03888,C002,P024,2024-06-27,561,374.68
O03889,C004,P043,2024-01-29,491,108.12
O03890,C003,P010,2024-05-10,53,100.98
O03891,C004,P017,2024-01-27,140,114.85
O03892,C033,P033,2024-04-02,980,234.94
O03893,C019,P039,2024-01-12,720,226.67
O03894,C011,P021,2024-02-04,95,329.81
O03895,C002,P008,2024-06-24,157,327.16
O03896,C021,P022,2024-05-08,217,227.62
O03897,C009,P034,2024-05-05,845,362.57
O03898,C003,P009,2024-05-05,783,219.54
O03899,C009,P024,2024-01-31,627,107.21
O03900,C038,P032,2024-04-22,959,232.61
O03901,C017,P003,2024-01-02,236,252.97
O03902,C014,P050,2024-05-16,64,406.69
O03903,C004,P033,2024-01-03,735,477.71
O03904,C023,P010,2024-05-29,400,464.38
O03905,C001,P048,2024-01-10,804,145.06
O03906,C008,P050,2024-06-20,729,378.65
O03907,C040,P014,2024-05-10,333,386.25
O03908,C025,P019,2024-05-06,627,184.55
O03909,C038,P030,2024-05-09,685,119.75
O03910,C038,P041,2024-06-28,122,87.48
O03911,C006,P027,2024-06-15,760,349.97
O03912,C025,P026,2024-04-09,736,332.35
O03913,C028,P028,2024-02-17,278,350.01
O03914,C006,P033,2024-07-07,605,111.04
O03915,C033,P042,2024-04-22,931,398.61
O03916,C035,P045,2024-04-07,896,117.25
O03917,C034,P041,2024-04-04,360,277.84
O03918,C006,P026,2024-03-22,490,449.62
O03919,C015,P022,2024-04-19,500,402.52
O03920,C033,P049,2024-03-16,350,198.53
O03921,C002,P023,2024-03-17,322,403.44
O03922,C035,P013,2024-04-15,841,139.69
O03923,C012,P008,2024-03-08,735,373.09
O03924,C030,P012,2024-03-19,721,156.82
O03925,C003,P013,2024-05-12,211,252.7
O03926,C022,P020,2024-03-24,335,53.84
O03927,C019,P006,2024-05-04,977,468.97
O03928,C017,P015,2024-02-14,209,497.29
O03929,C022,P034,2024-07-08,656,333.91
O03930,C031,P040,2024-01-08,910,56.89
O03931,C010,P025,2024-03-07,891,433.58
O03932,C007,P044,2024-04-21,808,160.11
O03933,C030,P027,2024-06-15,248,188.06
O03934,C024,P009,2024-05-13,956,292.11
O03935,C010,P039,2024-06-24,372,440.81
O03936,C014,P045,2024-01-02,751,92.95
O03937,C002,P008,2024-02-08,282,383.86
O03938,C031,P048,2024-02-13,669,228.93
O03939,C024,P050,2024-03-27,633,415.38
O03940,C011,P005,2024-03-23,807,89.52
O03941,C036,P002,2024-05-05,61,125.32
O03942,C004,P021,2024-01-29,626,483.67
O03943,C039,P002,2024-02-24,873,160.68
O03944,C020,P046,2024-04-06,175,219.46
O03945,C002,P011,2024-06-19,815,87.17
O03946,C012,P041,2024-05-24,826,329.16
O03947,C033,P013,2024-04-29,332,50.48
O03948,C030,P030,2024-01-06,735,109.9
O03949,C001,P009,2024-06-22,174,414.07
O03950,C035,P022,2024-05-29,647,147.75
O03951,C028,P045,2024-06-11,51,438.49
O03952,C013,P033,2024-03-10,700,116.48
O03953,C006,P016,2024-06-07,432,453.21
O03954,C038,P050,2024-07-19,895,172.57
O03955,C008,P033,2024-01-24,906,472.85
O03956,C010,P030,2024-05-03,328,128.29
O03957,C013,P015,2024-06-04,866,87.2
O03958,C028,P005,2024-03-29,244,244.34
O03959,C008,P008,2024-02-20,421,316.45
O03960,C039,P023,2024-04-07,692,212.31
O03961,C039,P044,2024-03-18,127,380.5
O03962,C036,P004,2024-04-27,609,299.45
O03963,C032,P026,2024-03-28,291,167.78
O03964,C028,P012,2024-07-10,432,150.24
O03965,C018,P002,2024-04-19,713,127.72
O03966,C029,P015,2024-02-23,637,147.83
O03967,C018,P024,2024-01-14,780,464.4
O03968,C018,P007,2024-04-28,738,106.68
O03969,C028,P002,2024-05-22,800,347.37
O03970,C031,P031,2024-03-04,955,304.54
O03971,C022,P017,2024-01-08,209,193.53
O03972,C006,P031,2024-02-26,701,60.58
O03973,C032,P030,2024-02-03,976,268.26
O03974,C007,P041,2024-02-14,925,377.17
O03975,C030,P043,2024-06-23,576,303.08
O03976,C010,P035,2024-05-05,847,254.27
O03977,C025,P022,2024-02-09,59,71.39
O03978,C014,P006,2024-06-09,810,127.0
O03979,C024,P019,2024-02-23,575,493.65
O03980,C028,P027,2024-02-29,210,193.29
O03981,C025,P032,2024-06-07,165,297.48
O03982,C010,P050,2024-02-23,270,314.77
O03983,C001,P010,2024-02-20,122,203.72
O03984,C023,P012,2024-05-25,209,146.01
O03985,C015,P007,2024-05-31,396,318.89
O03986,C006,P003,2024-06-18,415,363.67
O03987,C022,P003,2024-05-19,720,267.83
O03988,C037,P031,2024-07-19,855,106.25
O03989,C007,P004,2024-05-10,800,301.0
O03990,C036,P045,2024-01-29,566,249.86
O03991,C039,P036,2024-05-12,391,71.86
O03992,C015,P034,2024-01-13,610,425.87
O03993,C007,P007,2024-06-05,812,496.17
O03994,C003,P015,2024-02-02,458,59.86
O03995,C002,P013,2024-04-11,282,271.94
O03996,C026,P005,2024-05-24,222,230.88
O03997,C029,P009,2024-01-01,860,376.17
O03998,C031,P039,2024-01-16,305,362.58
O03999,C028,P039,2024-03-15,436,323.16
O04000,C038,P008,2024-06-12,99,120.36
O04001,C037,P049,2024-01-21,296,249.2
O04002,C033,P004,2024-07-06,327,170.63
O04003,C001,P001,2024-04-13,555,493.08
O04004,C039,P017,2024-01-21,650,126.77
O04005,C040,P045,2024-03-25,785,347.15
O04006,C012,P032,2024-01-16,942,144.69
O04007,C004,P020,2024-06-19,923,499.1
O04008,C037,P032,2024-07-11,592,435.06
O04009,C021,P050,2024-03-25,97,97.93
O04010,C015,P001,2024-03-12,150,96.98
O04011,C028,P032,2024-01-18,78,404.96
O04012,C009,P044,2024-01-27,125,75.74
O04013,C016,P021,2024-03-21,252,209.46
O04014,C019,P044,2024-06-22,952,125.47
O04015,C028,P024,2024-03-04,735,144.68
O04016,C031,P023,2024-07-15,431,289.6
O04017,C007,P009,2024-06-04,700,297.37
O04018,C020,P012,2024-04-08,362,305.35
O04019,C034,P022,2024-03-09,926,329.11
O04020,C033,P040,2024-01-30,351,424.16
O04021,C035,P022,2024-03-23,310,379.59
O04022,C040,P036,2024-02-27,631,158.93
O04023,C006,P028,2024-01-04,171,486.94
O04024,C039,P010,2024-04-30,355,131.28
O04025,C033,P006,2024-02-03,117,421.6
O04026,C029,P008,2024-01-06,480,289.21
O04027,C014,P010,2024-02-02,842,392.14
O04028,C008,P006,2024-05-04,335,220.48
O04029,C021,P014,2024-04-28,83,91.07
O04030,C032,P004,2024-03-21,388,209.82
O04031,C003,P007,2024-07-07,331,160.24
O04032,C002,P010,2024-06-17,834,249.27
O04033,C026,P029,2024-07-01,719,329.11
O04034,C008,P043,2024-05-26,573,107.16
O04035,C018,P001,2024-07-15,337,484.21
O04036,C035,P015,2024-02-06,181,164.03
O04037,C003,P039,2024-01-07,388,169.7
O04038,C033,P019,2024-01-10,179,403.06
O04039,C030,P039,2024-06-02,757,232.84
O04040,C019,P009,2024-04-10,470,162.13
O04041,C014,P008,2024-02-28,257,121.02
O04042,C012,P006,2024-04-16,951,127.97
O04043,C018,P006,2024-04-29,965,444.61
O04044,C020,P001,2024-06-25,776,199.61
O04045,C028,P043,2024-01-26,841,107.9
O04046,C030,P030,2024-06-03,985,405.81
O04047,C005,P026,2024-06-05,176,352.81
O04048,C027,P038,2024-07-14,275,468.42
O04049,C037,P027,2024-03-12,139,257.35
O04050,C026,P017,2024-03-20,610,253.14
O04051,C033,P012,2024-07-01,107,262.65
O04052,C038,P022,2024-06-17,795,368.55
O04053,C004,P032,2024-02-08,396,262.6
O04054,C025,P018,2024-03-09,595,354.68
O04055,C030,P006,2024-06-20,970,193.12
O04056,C004,P013,2024-07-13,548,238.01
O04057,C008,P032,2024-06-22,334,413.98
O04058,C027,P030,2024-01-27,308,151.61
O04059,C008,P048,2024-02-07,604,131.12
O04060,C023,P037,2024-02-08,920,238.24
O04061,C019,P043,2024-02-27,559,192.77
O04062,C007,P031,2024-02-18,867,302.88
O04063,C006,P028,2024-06-27,718,495.36
O04064,C022,P048,2024-04-28,435,60.47
O04065,C007,P022,2024-06-04,529,378.11
O04066,C018,P007,2024-04-04,432,254.4
O04067,C008,P043,2024-04-19,317,389.96
O04068,C012,P015,2024-05-23,331,111.89
O04069,C011,P004,2024-05-20,685,246.97
O04070,C028,P009,2024-05-08,207,161.94
O04071,C015,P018,2024-03-24,793,130.83
O04072,C015,P042,2024-01-31,209,369.92
O04073,C035,P032,2024-04-17,760,313.62
O04074,C014,P011,2024-05-07,385,305.62
O04075,C038,P025,2024-05-23,102,324.72
O04076,C016,P050,2024-06-30,662,176.68
O04077,C035,P024,2024-04-01,684,278.07
O04078,C016,P020,2024-06-04,316,157.42
O04079,C033,P003,2024-07-07,837,447.37
O04080,C039,P017,2024-01-26,740,56.3
O04081,C024,P005,2024-03-13,499,254.22
O04082,C007,P032,2024-01-06,126,206.19
O04083,C033,P038,2024-03-13,318,304.87
O04084,C021,P004,2024-07-06,431,162.41
O04085,C009,P016,2024-04-08,491,351.81
O04086,C027,P036,2024-04-23,216,440.26
O04087,C029,P019,2024-02-28,769,58.43
O04088,C021,P037,2024-05-08,497,162.67
O04089,C009,P005,2024-04-03,386,439.75
O04090,C019,P035,2024-02-07,676,199.14
O04091,C026,P021,2024-07-02,337,239.98
O04092,C039,P033,2024-02-24,980,495.78
O04093,C031,P044,2024-05-29,663,147.75
O04094,C029,P001,2024-07-07,943,50.31
O04095,C027,P027,2024-04-11,110,373.6
O04096,C024,P044,2024-07-16,217,110.02
O04097,C007,P009,2024-04-15,878,185.09
O04098,C013,P002,2024-01-29,388,122.42
O04099,C018,P046,2024-04-11,76,479.56
O04100,C005,P040,2024-05-24,712,85.68
O04101,C029,P048,2024-07-13,959,56.24
O04102,C037,P015,2024-04-20,375,183.55
O04103,C039,P007,2024-05-10,771,344.7
O04104,C006,P008,2024-02-11,321,379.59
O04105,C006,P021,2024-05-30,370,406.85
O04106,C026,P032,2024-01-27,973,137.34
O04107,C015,P039,2024-02-25,755,313.45
O04108,C001,P019,2024-04-26,678,420.01
O04109,C021,P027,2024-02-19,920,479.7
O04110,C031,P031,2024-02-17,98,146.35
O04111,C038,P015,2024-01-18,203,276.96
O04112,C032,P022,2024-06-13,952,111.65
O04113,C028,P035,2024-04-29,885,262.12
O04114,C012,P026,2024-06-17,322,162.39
O04115,C032,P046,2024-06-01,852,415.3
O04116,C022,P009,2024-05-05,394,186.8
O04117,C030,P006,2024-01-26,832,420.43
O04118,C027,P034,2024-01-31,323,369.98
O04119,C022,P037,2024-06-27,620,465.03
O04120,C025,P014,2024-07-10,992,470.91
O04121,C038,P019,2024-03-20,718,491.94
O04122,C003,P021,2024-06-06,763,145.01
O04123,C024,P050,2024-04-28,708,488.14
O04124,C018,P037,2024-06-14,672,74.71
O04125,C022,P046,2024-06-03,172,393.05
O04126,C017,P008,2024-06-30,966,54.66
O04127,C036,P040,2024-01-02,801,290.41
O04128,C011,P025,2024-04-28,634,357.39
O04129,C040,P020,2024-03-30,510,93.71
O04130,C013,P038,2024-05-06,179,441.51
O04131,C025,P028,2024-06-26,652,218.29
O04132,C040,P033,2024-06-24,122,342.28
O04133,C031,P046,2024-02-21,54,135.82
O04134,C032,P048,2024-03-09,276,367.68
O04135,C012,P049,2024-07-17,858,331.64
O04136,C040,P032,2024-03-12,96,273.02
O04137,C019,P037,2024-01-25,692,408.73
O04138,C032,P020,2024-04-17,111,75.81
O04139,C035,P026,2024-02-09,547,162.52
O04140,C027,P002,2024-01-25,997,254.01
O04141,C006,P038,2024-07-13,995,441.86
O04142,C003,P018,2024-04-02,968,467.7
O04143,C036,P009,2024-05-16,921,202.29
O04144,C027,P007,2024-04-08,239,445.82
O04145,C011,P049,2024-06-09,354,72.12
O04146,C010,P036,2024-05-13,863,351.4
O04147,C009,P029,2024-07-06,703,392.61
O04148,C025,P020,2024-01-10,560,414.61
O04149,C035,P034,2024-01-12,506,65.15
O04150,C037,P006,2024-03-15,710,233.18
O04151,C031,P045,2024-01-06,245,478.21
O04152,C031,P045,2024-02-08,986,213.24
O04153,C032,P038,2024-05-16,312,450.01
O04154,C001,P023,2024-02-06,97,63.66
O04155,C039,P043,2024-01-10,323,351.51
O04156,C022,P039,2024-04-09,488,384.93
O04157,C022,P018,2024-05-05,853,418.77
O04158,C017,P046,2024-03-29,749,134.08
O04159,C014,P028,2024-02-24,58,237.46
O04160,C038,P017,2024-07-15,247,399.39
O04161,C009,P038,2024-04-23,742,242.13
O04162,C015,P011,2024-06-25,156,439.24
O04163,C037,P045,2024-02-03,642,212.35
O04164,C006,P048,2024-04-11,870,253.21
O04165,C033,P034,2024-01-10,417,416.53
O04166,C008,P036,2024-05-19,573,112.31
O04167,C039,P043,2024-03-09,799,333.8
O04168,C038,P017,2024-01-04,136,366.38
O04169,C020,P031,2024-04-04,192,184.13
O04170,C014,P003,2024-02-22,827,138.72
O04171,C035,P045,2024-03-27,796,178.4
O04172,C038,P043,2024-01-02,805,467.72
O04173,C003,P033,2024-02-19,634,468.81
O04174,C028,P027,2024-03-04,480,369.45
O04175,C003,P022,2024-05-06,367,358.65
O04176,C038,P037,2024-01-25,458,103.02
O04177,C003,P028,2024-07-11,660,212.28
O04178,C004,P031,2024-06-26,176,150.3
O04179,C033,P002,2024-07-09,950,119.6
O04180,C033,P031,2024-06-16,593,194.06
O04181,C009,P047,2024-05-06,323,189.78
O04182,C027,P037,2024-01-08,395,136.24
O04183,C005,P032,2024-04-04,132,259.33
O04184,C036,P033,2024-01-31,180,114.34
O04185,C008,P029,2024-03-04,198,154.18
O04186,C005,P014,2024-07-04,178,449.83
O04187,C035,P003,2024-06-14,71,70.57
O04188,C039,P022,2024-01-27,672,445.66
O04189,C001,P034,2024-03-17,703,361.01
O04190,C017,P040,2024-05-01,413,63.75
O04191,C017,P027,2024-02-22,504,63.1
O04192,C029,P013,2024-04-27,452,351.51
O04193,C019,P004,2024-01-29,229,132.45
O04194,C023,P028,2024-06-03,875,478.2
O04195,C001,P040,2024-07-09,328,499.63
O04196,C026,P006,2024-03-13,837,378.23
O04197,C010,P034,2024-01-15,572,116.96
O04198,C037,P033,2024-02-25,602,393.81
O04199,C031,P031,2024-02-19,927,106.45
O04200,C005,P033,2024-01-27,259,334.39
O04201,C005,P036,2024-06-14,760,204.47
O04202,C031,P021,2024-01-22,719,158.4
O04203,C031,P011,2024-06-08,751,58.1
O04204,C026,P035,2024-05-08,150,296.55
O04205,C018,P005,2024-01-14,178,485.6
O04206,C009,P022,2024-06-01,91,484.08
O04207,C036,P042,2024-05-30,920,156.85
O04208,C017,P045,2024-01-17,710,363.28
O04209,C027,P041,2024-04-03,621,338.39
O04210,C014,P006,2024-04-18,366,234.29
O04211,C032,P050,2024-05-22,56,174.2
O04212,C007,P024,2024-01-21,173,238.62
O04213,C038,P022,2024-04-17,371,139.63
O04214,C006,P035,2024-02-04,151,431.12
O04215,C009,P019,2024-01-28,901,226.87
O04216,C034,P043,2024-06-17,619,71.29
O04217,C035,P039,2024-05-17,689,72.49
O04218,C030,P032,2024-01-14,290,59.85
O04219,C016,P040,2024-05-23,220,467.61
O04220,C012,P034,2024-02-15,198,104.38
O04221,C009,P008,2024-01-02,932,494.94
O04222,C013,P018,2024-02-08,752,421.44
O04223,C008,P030,2024-03-19,777,366.62
O04224,C037,P016,2024-01-28,178,446.57
O04225,C022,P029,2024-02-11,142,247.62
O04226,C006,P033,2024-06-02,413,69.2
O04227,C007,P039,2024-03-19,515,363.15
O04228,C009,P002,2024-02-27,272,227.81
O04229,C008,P019,2024-05-02,642,368.72
O04230,C030,P003,2024-05-13,902,141.52
O04231,C017,P050,2024-05-15,334,218.1
O04232,C027,P043,2024-06-11,527,481.02
O04233,C014,P008,2024-04-21,816,177.09
O04234,C014,P044,2024-06-28,152,370.66
O04235,C040,P039,2024-02-14,858,144.36
O04236,C015,P038,2024-02-15,356,386.97
O04237,C035,P003,2024-07-18,893,404.69
O04238,C023,P002,2024-01-13,987,394.64
O04239,C008,P024,2024-04-22,901,218.99
O04240,C014,P025,2024-04-13,595,363.59
O04241,C034,P034,2024-04-20,730,77.7
O04242,C003,P038,2024-01-17,696,433.85
O04243,C039,P032,2024-06-04,844,142.34
O04244,C012,P040,2024-05-16,98,490.05
O04245,C001,P024,2024-04-02,554,144.96
O04246,C027,P041,2024-07-08,455,139.32
O04247,C027,P010,2024-04-01,751,210.48
O04248,C029,P010,2024-05-31,182,434.79
O04249,C031,P002,2024-02-22,644,400.47
O04250,C020,P011,2024-03-09,729,342.59
O04251,C017,P022,2024-05-12,895,293.57
O04252,C006,P044,2024-02-24,831,242.9
O04253,C039,P025,2024-03-14,828,452.89
O04254,C003,P040,2024-07-12,161,134.44
O04255,C032,P030,2024-01-03,225,444.24
O04256,C009,P039,2024-07-07,200,277.39
O04257,C004,P019,2024-03-30,416,154.69
O04258,C010,P045,2024-07-14,592,113.23
O04259,C035,P024,2024-03-18,877,354.27
O04260,C004,P009,2024-05-11,783,197.1
O04261,C040,P038,2024-04-13,760,299.31
O04262,C038,P013,2024-05-11,667,484.86
O04263,C023,P007,2024-02-09,826,63.1
O04264,C027,P028,2024-06-02,354,88.68
O04265,C035,P045,2024-02-13,611,195.19
O04266,C006,P035,2024-04-04,628,215.32
O04267,C015,P039,2024-03-24,892,432.78
O04268,C013,P018,2024-03-29,404,125.7
O04269,C024,P011,2024-05-14,162,181.88
O04270,C005,P046,2024-02-01,131,76.1
O04271,C024,P023,2024-07-03,659,372.56
O04272,C037,P048,2024-07-07,780,176.55
O04273,C016,P018,2024-02-13,156,160.66
O04274,C011,P027,2024-03-19,757,459.57
O04275,C040,P047,2024-05-10,601,321.3
O04276,C025,P021,2024-02-24,167,326.86
O04277,C021,P046,2024-04-15,333,210.79
O04278,C027,P001,2024-07-12,281,207.19
O04279,C008,P040,2024-04-07,554,136.91
O04280,C040,P025,2024-07-05,877,482.84
O04281,C031,P049,2024-01-17,454,345.63
O04282,C022,P030,2024-07-06,54,267.63
O04283,C017,P038,2024-06-01,148,127.4
O04284,C013,P009,2024-01-13,426,449.88
O04285,C025,P025,2024-06-16,249,267.71
O04286,C006,P027,2024-02-15,837,304.41
O04287,C031,P002,2024-05-12,626,79.41
O04288,C028,P027,2024-02-08,766,258.28
O04289,C014,P036,2024-05-01,189,146.72
O04290,C039,P032,2024-04-30,148,146.15
O04291,C011,P041,2024-01-07,543,81.87
O04292,C006,P014,2024-03-31,945,477.57
O04293,C010,P028,2024-02-25,649,68.0
O04294,C032,P041,2024-05-19,245,401.98
O04295,C032,P025,2024-03-03,898,130.44
O04296,C020,P011,2024-07-15,98,292.88
O04297,C004,P003,2024-04-12,232,95.71
O04298,C010,P044,2024-01-29,357,421.04
O04299,C026,P042,2024-01-20,341,495.5
O04300,C030,P040,2024-06-14,468,439.39
O04301,C011,P017,2024-05-17,608,320.09
O04302,C013,P041,2024-02-03,133,251.3
O04303,C017,P035,2024-06-09,773,185.66
O04304,C031,P047,2024-05-09,319,100.75
O04305,C001,P050,2024-02-06,263,93.36
O04306,C030,P024,2024-03-17,366,355.03
O04307,C034,P002,2024-07-09,863,220.7
O04308,C020,P032,2024-04-30,301,281.5
O04309,C026,P028,2024-07-07,689,178.09
O04310,C033,P014,2024-01-29,978,178.06
O04311,C040,P034,2024-06-06,411,222.16
O04312,C030,P010,2024-03-16,413,215.19
O04313,C028,P021,2024-07-05,750,373.27
O04314,C024,P021,2024-06-24,450,52.43
O04315,C038,P049,2024-03-28,231,135.27
O04316,C038,P048,2024-05-12,191,193.99
O04317,C038,P008,2024-04-17,937,152.39
O04318,C002,P027,2024-06-10,605,490.18
O04319,C007,P046,2024-02-27,883,334.47
O04320,C009,P034,2024-06-01,400,65.57
O04321,C006,P013,2024-03-06,966,197.8
O04322,C032,P048,2024-01-10,96,437.49
O04323,C006,P023,2024-04-29,139,193.62
O04324,C036,P047,2024-04-03,443,131.83
O04325,C003,P001,2024-05-05,567,261.15
O04326,C033,P005,2024-07-16,248,381.96
O04327,C038,P006,2024-06-05,146,429.32
O04328,C035,P045,2024-01-29,232,483.36
O04329,C039,P035,2024-04-27,784,186.75
O04330,C033,P009,2024-04-04,553,155.39
O04331,C024,P039,2024-07-13,674,483.97
O04332,C025,P023,2024-05-13,775,329.75
O04333,C035,P048,2024-05-29,800,428.44
O04334,C012,P044,2024-05-29,109,296.41
O04335,C012,P018,2024-05-14,829,472.67
O04336,C001,P013,2024-03-26,691,92.51
O04337,C003,P031,2024-03-01,787,424.48
O04338,C023,P039,2024-02-23,812,314.28
O04339,C030,P041,2024-03-23,913,205.74
O04340,C012,P047,2024-02-03,407,420.8
O04341,C027,P042,2024-05-06,650,445.81
O04342,C034,P010,2024-03-20,962,371.27
O04343,C017,P006,2024-02-07,910,77.88
O04344,C009,P002,2024-03-10,725,251.15
O04345,C003,P006,2024-06-14,815,331.9
O04346,C015,P015,2024-04-17,644,94.39
O04347,C003,P041,2024-07-08,842,262.7
O04348,C032,P025,2024-06-28,709,175.04
O04349,C014,P043,2024-06-07,226,115.76
O04350,C013,P013,2024-05-27,83,349.46
O04351,C020,P011,2024-05-07,963,135.96
O04352,C039,P016,2024-05-20,141,397.98
O04353,C020,P037,2024-01-11,831,467.46
O04354,C004,P027,2024-05-18,628,184.29
O04355,C027,P013,2024-01-10,948,257.45
O04356,C014,P028,2024-01-20,490,393.15
O04357,C008,P048,2024-07-03,430,322.56
O04358,C036,P011,2024-07-07,235,171.99
O04359,C016,P034,2024-04-20,215,215.06
O04360,C039,P029,2024-04-06,147,237.97
O04361,C006,P030,2024-06-04,958,193.14
O04362,C019,P006,2024-06-20,298,147.38
O04363,C007,P024,2024-05-11,742,80.35
O04364,C015,P002,2024-06-15,89,86.1
O04365,C022,P036,2024-07-09,694,314.32
O04366,C008,P007,2024-06-02,926,409.15
O04367,C015,P020,2024-03-06,824,406.79
O04368,C009,P017,2024-07-03,639,348.39
O04369,C022,P048,2024-01-18,446,105.53
O04370,C020,P025,2024-04-02,435,138.66
O04371,C029,P013,2024-01-05,883,278.9
O04372,C028,P021,2024-03-27,742,238.5
O04373,C005,P006,2024-05-24,850,127.53
O04374,C019,P042,2024-06-04,696,370.93
O04375,C019,P048,2024-01-02,93,82.31
O04376,C009,P020,2024-05-02,751,100.52
O04377,C032,P023,2024-07-18,80,118.27
O04378,C030,P013,2024-05-22,299,299.15
O04379,C017,P023,2024-04-23,361,327.49
O04380,C023,P027,2024-06-28,234,479.69
O04381,C029,P031,2024-04-01,511,349.73
O04382,C013,P011,2024-05-21,123,337.26
O04383,C025,P029,2024-05-14,959,141.68
O04384,C029,P010,2024-06-29,438,192.22
O04385,C034,P013,2024-04-20,512,126.4
O04386,C004,P019,2024-01-14,372,79.24
O04387,C024,P023,2024-04-10,892,483.1
O04388,C021,P005,2024-01-17,530,476.12
O04389,C010,P029,2024-05-18,287,148.44
O04390,C004,P012,2024-03-27,166,187.8
O04391,C032,P009,2024-01-26,139,327.48
O04392,C039,P034,2024-05-13,183,148.9
O04393,C009,P010,2024-04-23,312,109.49
O04394,C013,P019,2024-02-06,313,382.29
O04395,C040,P044,2024-02-06,108,458.18
O04396,C012,P010,2024-01-31,797,157.31
O04397,C022,P014,2024-02-10,735,55.38
O04398,C031,P010,2024-01-01,280,412.19
O04399,C035,P041,2024-03-13,330,171.1
O04400,C018,P004,2024-03-06,981,202.64
O04401,C029,P019,2024-02-20,697,294.8
O04402,C004,P023,2024-04-24,395,164.73
O04403,C001,P003,2024-05-15,416,260.7
O04404,C022,P049,2024-02-16,207,417.73
O04405,C017,P020,2024-06-15,680,153.41
O04406,C037,P034,2024-05-26,769,122.79
O04407,C013,P047,2024-02-20,193,450.5
O04408,C014,P043,2024-03-30,221,283.1
O04409,C014,P016,2024-02-16,205,401.85
O04410,C033,P027,2024-01-22,779,98.56
O04411,C025,P011,2024-07-12,455,337.45
O04412,C025,P004,2024-03-30,650,281.52
O04413,C034,P029,2024-04-27,179,343.04
O04414,C015,P042,2024-01-17,862,399.14
O04415,C032,P041,2024-03-18,910,77.64
O04416,C012,P011,2024-01-14,549,167.82
O04417,C013,P001,2024-06-07,750,432.23
O04418,C015,P033,2024-01-14,730,123.69
O04419,C024,P024,2024-06-06,281,221.8
O04420,C006,P023,2024-02-27,791,409.09
O04421,C016,P030,2024-04-28,94,476.93
O04422,C035,P022,2024-05-22,511,248.68
O04423,C027,P001,2024-06-16,837,141.87
O04424,C025,P050,2024-02-18,77,240.31
O04425,C037,P037,2024-03-29,692,316.71
O04426,C025,P029,2024-01-08,704,436.69
O04427,C015,P048,2024-02-04,153,445.76
O04428,C022,P003,2024-07-15,950,287.23
O04429,C021,P016,2024-01-05,388,110.9
O04430,C028,P012,2024-01-27,181,477.26
O04431,C023,P009,2024-04-14,211,96.79
O04432,C037,P034,2024-01-29,791,238.1
O04433,C018,P031,2024-07-07,135,137.02
O04434,C018,P006,2024-02-28,581,99.07
O04435,C007,P045,2024-06-02,855,367.1
O04436,C035,P026,2024-07-13,965,72.87
O04437,C012,P021,2024-04-06,918,146.26
O04438,C005,P014,2024-04-16,729,283.62
